,station,month,day,year,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,date_string,date,aqi_PM10,aqi_PM2.5
11206,Nongzhanguan,12,2,2014,110.0,145.0,40.0,86.0,1800.0,38.0,0.0,1030.0,-16.7,0.0,3.5,12-2-2014,2014-12-02,96.0,179.0
5482,Dongsi,12,2,2014,92.0,152.0,34.0,70.0,3200.0,49.0,1.0,1030.0,-16.7,0.0,3.5,12-2-2014,2014-12-02,99.0,170.0
15411,Wanliu,12,2,2014,119.0,184.0,37.0,88.0,2800.0,14.0,1.0,1025.0,-11.9,0.0,2.6,12-2-2014,2014-12-02,115.0,184.0
4152,Dingling,12,3,2014,12.0,54.0,6.0,2.0,300.0,73.0,0.4,1019.0,-21.1,0.0,6.6,12-3-2014,2014-12-03,50.0,50.0
5485,Dongsi,12,3,2014,91.0,139.0,31.0,71.0,3100.0,64.0,0.0,1027.0,-15.8,0.0,8.4,12-3-2014,2014-12-03,93.0,169.0
14027,Tiantan,12,3,2014,101.0,136.0,17.0,75.0,2200.0,57.0,0.0,1026.0,-15.8,0.0,7.1,12-3-2014,2014-12-03,91.0,174.0
11210,Nongzhanguan,12,3,2014,115.0,151.0,36.0,92.0,2500.0,79.0,0.0,1027.0,-15.8,0.0,8.4,12-3-2014,2014-12-03,99.0,182.0
2754,Changping,12,3,2014,54.0,91.0,29.0,43.0,1700.0,61.0,0.4,1019.0,-21.1,0.0,6.6,12-3-2014,2014-12-03,69.0,147.0
15414,Wanliu,12,3,2014,112.0,193.0,40.0,87.0,3700.0,42.0,1.1,1035.0,-11.8,0.0,6.7,12-3-2014,2014-12-03,120.0,180.0
1331,Aotizhongxin,12,3,2014,131.0,204.0,63.0,103.0,3600.0,63.0,1.1,1035.0,-11.8,0.0,6.7,12-3-2014,2014-12-03,125.0,190.0
9759,Huairou,12,3,2014,57.0,71.0,19.0,57.0,2400.0,78.0,0.3,1017.0,-18.3,0.0,8.5,12-3-2014,2014-12-03,59.0,152.0
16850,Wanshouxigong,12,3,2014,129.0,169.0,39.0,85.0,2900.0,65.0,1.3,1028.0,-14.6,0.0,6.0,12-3-2014,2014-12-03,108.0,189.0
6904,Guanyuan,12,3,2014,102.0,134.0,43.0,91.0,3100.0,59.0,1.1,1035.0,-11.8,0.0,6.7,12-3-2014,2014-12-03,90.0,175.0
12588,Shunyi,12,3,2014,131.0,170.0,35.0,68.0,3500.0,52.0,1.0,1023.0,-14.2,0.0,5.7,12-3-2014,2014-12-03,108.0,190.0
8327,Gucheng,12,3,2014,116.0,211.0,36.0,85.0,3500.0,71.0,0.8,1022.0,-16.7,0.0,5.5,12-3-2014,2014-12-03,129.0,182.0
5488,Dongsi,12,4,2014,11.0,84.0,14.0,46.0,500.0,67.0,1.0,1027.0,-23.2,0.0,8.0,12-4-2014,2014-12-04,65.0,46.0
16854,Wanshouxigong,12,4,2014,12.0,56.0,16.0,40.0,700.0,69.0,2.2,1029.0,-22.8,0.0,7.7,12-4-2014,2014-12-04,51.0,50.0
6907,Guanyuan,12,4,2014,14.0,39.0,13.0,60.0,700.0,58.0,2.1,1035.0,-22.0,0.0,6.4,12-4-2014,2014-12-04,36.0,55.0
4156,Dingling,12,4,2014,9.0,35.0,8.0,2.0,200.0,72.0,1.2,1028.0,-23.9,0.0,7.4,12-4-2014,2014-12-04,32.0,38.0
9763,Huairou,12,4,2014,11.0,22.0,5.0,15.0,400.0,78.0,1.2,1016.0,-23.1,0.0,8.2,12-4-2014,2014-12-04,20.0,46.0
1335,Aotizhongxin,12,4,2014,13.0,53.0,12.0,40.0,600.0,61.0,2.1,1035.0,-22.0,0.0,6.4,12-4-2014,2014-12-04,49.0,53.0
14031,Tiantan,12,4,2014,12.0,54.0,15.0,48.0,500.0,60.0,1.0,1027.0,-23.2,0.0,8.0,12-4-2014,2014-12-04,50.0,50.0
15417,Wanliu,12,4,2014,12.0,51.0,14.0,66.0,800.0,43.0,2.1,1035.0,-22.0,0.0,6.4,12-4-2014,2014-12-04,47.0,50.0
12592,Shunyi,12,4,2014,28.0,133.0,15.0,65.0,1000.0,58.0,1.3,1022.0,-18.1,0.0,7.2,12-4-2014,2014-12-04,90.0,84.0
8331,Gucheng,12,4,2014,13.0,48.0,10.0,37.0,700.0,73.0,2.0,1022.0,-23.6,0.0,4.7,12-4-2014,2014-12-04,44.0,53.0
2758,Changping,12,4,2014,17.0,68.0,13.0,28.0,500.0,63.0,1.2,1028.0,-23.9,0.0,7.4,12-4-2014,2014-12-04,57.0,61.0
11214,Nongzhanguan,12,4,2014,17.0,63.0,12.0,41.0,100.0,77.0,1.0,1027.0,-23.2,0.0,8.0,12-4-2014,2014-12-04,55.0,61.0
14035,Tiantan,12,5,2014,109.0,157.0,42.0,95.0,2100.0,56.0,3.0,1027.0,-16.8,0.0,4.7,12-5-2014,2014-12-05,102.0,179.0
9767,Huairou,12,5,2014,70.0,120.0,44.0,67.0,2200.0,72.0,1.7,1018.0,-18.9,0.0,3.8,12-5-2014,2014-12-05,83.0,158.0
6910,Guanyuan,12,5,2014,119.0,164.0,70.0,106.0,2600.0,56.0,5.3,1031.0,-12.4,0.0,3.9,12-5-2014,2014-12-05,105.0,184.0
11218,Nongzhanguan,12,5,2014,141.0,184.0,63.0,107.0,2000.0,62.0,2.0,1027.0,-16.8,0.0,4.7,12-5-2014,2014-12-05,115.0,195.0
5491,Dongsi,12,5,2014,106.0,195.0,61.0,83.0,2600.0,67.0,3.0,1027.0,-16.8,0.0,4.7,12-5-2014,2014-12-05,121.0,177.0
16858,Wanshouxigong,12,5,2014,134.0,201.0,60.0,109.0,2900.0,73.0,4.7,1030.0,-14.1,0.0,4.5,12-5-2014,2014-12-05,124.0,192.0
8334,Gucheng,12,5,2014,119.0,247.0,70.0,100.0,3000.0,67.0,5.4,1022.0,-15.2,0.0,4.4,12-5-2014,2014-12-05,147.0,184.0
2762,Changping,12,5,2014,58.0,95.0,30.0,75.0,1600.0,62.0,4.1,1027.0,-19.9,0.0,4.5,12-5-2014,2014-12-05,71.0,152.0
15420,Wanliu,12,5,2014,117.0,195.0,54.0,99.0,2700.0,48.0,5.3,1031.0,-12.4,0.0,3.9,12-5-2014,2014-12-05,121.0,183.0
4160,Dingling,12,5,2014,58.0,63.0,21.0,46.0,1300.0,72.0,4.1,1028.0,-19.9,0.0,4.9,12-5-2014,2014-12-05,55.0,152.0
1339,Aotizhongxin,12,5,2014,119.0,178.0,54.0,104.0,2400.0,59.0,5.2,1031.0,-12.4,0.0,3.9,12-5-2014,2014-12-05,112.0,184.0
12596,Shunyi,12,5,2014,77.0,118.0,42.0,64.0,2700.0,61.0,2.1,1030.0,-14.8,0.0,4.9,12-5-2014,2014-12-05,82.0,162.0
15423,Wanliu,12,6,2014,119.0,211.0,67.0,105.0,4500.0,24.0,4.1,1029.0,-9.9,0.0,2.4,12-6-2014,2014-12-06,129.0,184.0
14039,Tiantan,12,6,2014,114.0,170.0,59.0,90.0,3100.0,44.0,3.0,1026.0,-14.0,0.0,2.2,12-6-2014,2014-12-06,108.0,181.0
5494,Dongsi,12,6,2014,111.0,184.0,63.0,86.0,3300.0,49.0,3.0,1026.0,-13.9,0.0,2.2,12-6-2014,2014-12-06,115.0,180.0
2766,Changping,12,6,2014,200.0,260.0,91.0,103.0,6800.0,45.0,3.2,1026.0,-15.0,0.0,2.5,12-6-2014,2014-12-06,153.0,250.0
1343,Aotizhongxin,12,6,2014,148.0,216.0,88.0,110.0,4400.0,35.0,4.1,1029.0,-9.9,0.0,2.4,12-6-2014,2014-12-06,131.0,199.0
9771,Huairou,12,6,2014,124.0,205.0,75.0,98.0,3400.0,66.0,4.6,1023.0,-14.2,0.0,4.3,12-6-2014,2014-12-06,126.0,186.0
11222,Nongzhanguan,12,6,2014,198.0,253.0,78.0,125.0,5200.0,68.0,3.0,1026.0,-13.9,0.0,2.2,12-6-2014,2014-12-06,150.0,248.0
6913,Guanyuan,12,6,2014,121.0,163.0,105.0,106.0,4100.0,39.0,4.1,1029.0,-9.9,0.0,2.4,12-6-2014,2014-12-06,105.0,185.0
8337,Gucheng,12,6,2014,117.0,264.0,63.0,112.0,4700.0,26.0,3.7,1021.0,-12.9,0.0,2.0,12-6-2014,2014-12-06,155.0,183.0
16862,Wanshouxigong,12,6,2014,144.0,190.0,69.0,110.0,3800.0,47.0,4.2,1028.0,-11.1,0.0,1.8,12-6-2014,2014-12-06,118.0,197.0
12600,Shunyi,12,6,2014,152.0,208.0,81.0,73.0,3100.0,65.0,4.4,1031.0,-14.5,0.0,3.3,12-6-2014,2014-12-06,127.0,202.0
4164,Dingling,12,6,2014,80.0,99.0,40.0,62.0,1700.0,53.0,3.2,1026.0,-15.0,0.0,2.5,12-6-2014,2014-12-06,73.0,164.0
4168,Dingling,12,7,2014,120.0,120.0,34.0,63.0,3400.0,59.0,4.4,1023.0,-13.0,0.0,6.7,12-7-2014,2014-12-07,83.0,184.0
1347,Aotizhongxin,12,7,2014,117.0,145.0,57.0,89.0,3000.0,51.0,5.2,1025.0,-8.7,0.0,4.0,12-7-2014,2014-12-07,96.0,183.0
12604,Shunyi,12,7,2014,196.0,236.0,75.0,63.0,3400.0,56.0,5.1,1032.0,-5.0,0.0,6.5,12-7-2014,2014-12-07,141.0,246.0
16866,Wanshouxigong,12,7,2014,100.0,156.0,56.0,88.0,3000.0,63.0,5.4,1028.0,-8.8,0.0,5.4,12-7-2014,2014-12-07,101.0,174.0
14043,Tiantan,12,7,2014,94.0,118.0,50.0,81.0,2700.0,53.0,3.0,1026.0,-3.7,0.0,5.6,12-7-2014,2014-12-07,82.0,171.0
8340,Gucheng,12,7,2014,132.0,223.0,70.0,104.0,3800.0,68.0,5.3,1025.0,-11.7,0.0,3.5,12-7-2014,2014-12-07,135.0,190.0
5497,Dongsi,12,7,2014,115.0,154.0,55.0,79.0,2700.0,64.0,3.0,1026.0,-3.7,0.0,5.6,12-7-2014,2014-12-07,100.0,182.0
2770,Changping,12,7,2014,126.0,178.0,68.0,91.0,3800.0,45.0,4.4,1023.0,-13.0,0.0,6.7,12-7-2014,2014-12-07,112.0,187.0
11226,Nongzhanguan,12,7,2014,172.0,197.0,72.0,95.0,2500.0,68.0,3.0,1026.0,-3.7,0.0,5.6,12-7-2014,2014-12-07,122.0,222.0
15426,Wanliu,12,7,2014,151.0,246.0,74.0,100.0,4300.0,40.0,5.2,1025.0,-8.7,0.0,4.0,12-7-2014,2014-12-07,146.0,201.0
9775,Huairou,12,7,2014,138.0,188.0,54.0,88.0,3800.0,71.0,0.5,1028.0,-10.1,0.0,2.7,12-7-2014,2014-12-07,117.0,194.0
6916,Guanyuan,12,7,2014,101.0,142.0,65.0,89.0,3700.0,53.0,5.2,1025.0,-8.7,0.0,4.0,12-7-2014,2014-12-07,94.0,174.0
12608,Shunyi,12,8,2014,173.0,246.0,63.0,117.0,4100.0,56.0,3.9,1020.0,-9.4,0.0,1.8,12-8-2014,2014-12-08,146.0,223.0
8343,Gucheng,12,8,2014,203.0,303.0,63.0,109.0,4100.0,43.0,3.8,1027.0,-9.7,0.0,2.0,12-8-2014,2014-12-08,175.0,253.0
6919,Guanyuan,12,8,2014,105.0,133.0,55.0,98.0,2200.0,41.0,3.8,1024.0,-7.1,0.0,2.2,12-8-2014,2014-12-08,90.0,177.0
14047,Tiantan,12,8,2014,100.0,140.0,54.0,86.0,2000.0,50.0,3.0,1033.0,-12.4,0.0,3.9,12-8-2014,2014-12-08,93.0,174.0
1351,Aotizhongxin,12,8,2014,141.0,201.0,54.0,108.0,3100.0,33.0,3.8,1024.0,-7.1,0.0,2.2,12-8-2014,2014-12-08,124.0,195.0
5500,Dongsi,12,8,2014,99.0,149.0,45.0,84.0,2600.0,54.0,3.0,1035.0,-12.3,0.0,3.9,12-8-2014,2014-12-08,98.0,173.0
15429,Wanliu,12,8,2014,172.0,250.0,59.0,107.0,4300.0,20.0,3.8,1024.0,-7.1,0.0,2.2,12-8-2014,2014-12-08,148.0,222.0
2774,Changping,12,8,2014,134.0,180.0,60.0,109.0,2500.0,47.0,3.8,1019.0,-12.8,0.0,2.8,12-8-2014,2014-12-08,113.0,192.0
4172,Dingling,12,8,2014,173.0,173.0,44.0,83.0,3100.0,59.0,3.8,1019.0,-12.8,0.0,2.8,12-8-2014,2014-12-08,110.0,223.0
16870,Wanshouxigong,12,8,2014,145.0,192.0,55.0,105.0,3600.0,52.0,4.0,1037.0,-9.7,0.0,3.3,12-8-2014,2014-12-08,119.0,197.0
9779,Huairou,12,8,2014,91.0,129.0,39.0,82.0,2200.0,70.0,3.7,1028.0,-13.2,0.0,2.4,12-8-2014,2014-12-08,88.0,169.0
11230,Nongzhanguan,12,8,2014,126.0,152.0,51.0,101.0,2400.0,54.0,3.0,1035.0,-12.3,0.0,3.9,12-8-2014,2014-12-08,99.0,187.0
9783,Huairou,12,9,2014,234.0,297.0,121.0,117.0,5700.0,14.0,0.2,1020.0,-4.8,0.0,1.9,12-9-2014,2014-12-09,172.0,284.0
6922,Guanyuan,12,9,2014,295.0,378.0,104.0,150.0,6900.0,11.0,-0.4,1030.0,-7.2,0.0,1.8,12-9-2014,2014-12-09,234.0,345.0
15432,Wanliu,12,9,2014,294.0,423.0,94.0,143.0,5900.0,2.0,-0.4,1030.0,-7.2,0.0,1.8,12-9-2014,2014-12-09,299.0,344.0
5503,Dongsi,12,9,2014,292.0,429.0,108.0,136.0,7200.0,7.0,0.0,1034.0,-7.5,0.0,1.9,12-9-2014,2014-12-09,306.0,342.0
2778,Changping,12,9,2014,249.0,309.0,127.0,116.0,5100.0,7.0,-0.9,1019.0,-9.1,0.0,2.1,12-9-2014,2014-12-09,178.0,299.0
14051,Tiantan,12,9,2014,307.0,407.0,88.0,150.0,6800.0,15.0,0.0,1034.0,-7.5,0.0,1.6,12-9-2014,2014-12-09,276.0,357.0
11234,Nongzhanguan,12,9,2014,403.0,472.0,134.0,153.0,7200.0,9.0,0.0,1034.0,-7.5,0.0,1.9,12-9-2014,2014-12-09,360.0,436.0
1355,Aotizhongxin,12,9,2014,325.0,415.0,107.0,158.0,6900.0,2.0,-0.4,1030.0,-7.2,0.0,1.8,12-9-2014,2014-12-09,287.0,375.0
16874,Wanshouxigong,12,9,2014,338.0,439.0,84.0,157.0,7000.0,16.0,0.5,1037.0,-7.4,0.0,2.0,12-9-2014,2014-12-09,319.0,388.0
4176,Dingling,12,9,2014,292.0,292.0,78.0,100.0,4900.0,2.0,-0.9,1019.0,-9.1,0.0,2.1,12-9-2014,2014-12-09,169.0,342.0
12612,Shunyi,12,9,2014,251.0,325.0,123.0,117.0,6800.0,15.0,0.4,1026.0,-8.1,0.0,2.0,12-9-2014,2014-12-09,186.0,301.0
8346,Gucheng,12,9,2014,260.0,344.0,78.0,139.0,5400.0,9.0,-0.4,1030.0,-8.7,0.0,2.1,12-9-2014,2014-12-09,195.0,310.0
1359,Aotizhongxin,12,10,2014,284.0,367.0,111.0,143.0,5900.0,64.0,5.0,1028.0,-6.0,0.0,5.9,12-10-2014,2014-12-10,218.0,334.0
15435,Wanliu,12,10,2014,274.0,378.0,96.0,135.0,6500.0,46.0,5.0,1028.0,-6.2,0.0,5.9,12-10-2014,2014-12-10,234.0,324.0
12616,Shunyi,12,10,2014,312.0,397.0,103.0,129.0,6300.0,59.0,5.1,1020.0,-2.7,0.0,6.5,12-10-2014,2014-12-10,261.0,362.0
5506,Dongsi,12,10,2014,255.0,368.0,118.0,123.0,6800.0,63.0,3.0,1029.0,-7.4,0.0,8.2,12-10-2014,2014-12-10,220.0,305.0
16878,Wanshouxigong,12,10,2014,340.0,414.0,105.0,154.0,7100.0,68.0,5.8,1034.0,-6.5,0.0,6.4,12-10-2014,2014-12-10,286.0,390.0
9787,Huairou,12,10,2014,294.0,331.0,51.0,122.0,5900.0,78.0,4.0,1021.0,-1.9,0.1,10.9,12-10-2014,2014-12-10,189.0,344.0
6925,Guanyuan,12,10,2014,272.0,324.0,117.0,140.0,6500.0,48.0,3.9,1028.0,-6.0,0.0,4.3,12-10-2014,2014-12-10,185.0,322.0
4180,Dingling,12,10,2014,285.0,288.0,57.0,97.0,4600.0,73.0,3.9,1022.0,-6.1,0.0,8.0,12-10-2014,2014-12-10,167.0,335.0
8349,Gucheng,12,10,2014,268.0,316.0,83.0,135.0,6800.0,68.0,5.5,1026.0,-6.9,0.0,5.7,12-10-2014,2014-12-10,181.0,318.0
11238,Nongzhanguan,12,10,2014,348.0,376.0,140.0,140.0,7200.0,74.0,3.0,1029.0,-7.4,0.0,9.9,12-10-2014,2014-12-10,231.0,398.0
2782,Changping,12,10,2014,260.0,319.0,91.0,123.0,4900.0,68.0,3.9,1022.0,-6.1,0.0,8.0,12-10-2014,2014-12-10,183.0,310.0
14055,Tiantan,12,10,2014,292.0,378.0,106.0,145.0,6700.0,65.0,3.0,1029.0,-7.8,0.0,9.9,12-10-2014,2014-12-10,234.0,342.0
1363,Aotizhongxin,12,11,2014,74.0,116.0,39.0,89.0,1200.0,58.0,5.0,1031.0,-13.4,0.0,4.9,12-11-2014,2014-12-11,81.0,161.0
15438,Wanliu,12,11,2014,81.0,144.0,44.0,89.0,1800.0,50.0,5.0,1031.0,-13.4,0.0,4.9,12-11-2014,2014-12-11,95.0,164.0
8352,Gucheng,12,11,2014,85.0,155.0,51.0,86.0,1700.0,66.0,4.5,1028.0,-14.7,0.0,5.8,12-11-2014,2014-12-11,101.0,166.0
12620,Shunyi,12,11,2014,67.0,117.0,39.0,91.0,1300.0,64.0,3.6,1018.0,-15.7,0.0,6.1,12-11-2014,2014-12-11,82.0,157.0
5509,Dongsi,12,11,2014,61.0,124.0,35.0,65.0,1800.0,65.0,4.0,1031.0,-14.3,0.0,7.3,12-11-2014,2014-12-11,85.0,154.0
6928,Guanyuan,12,11,2014,67.0,97.0,42.0,87.0,1400.0,48.0,3.2,1030.0,-13.4,0.0,4.9,12-11-2014,2014-12-11,72.0,157.0
14059,Tiantan,12,11,2014,71.0,106.0,35.0,69.0,1000.0,64.0,4.0,1031.0,-14.3,0.0,5.7,12-11-2014,2014-12-11,76.0,159.0
2786,Changping,12,11,2014,57.0,107.0,66.0,80.0,2000.0,70.0,4.0,1027.0,-15.9,0.0,6.2,12-11-2014,2014-12-11,77.0,152.0
16882,Wanshouxigong,12,11,2014,82.0,129.0,40.0,86.0,1300.0,64.0,4.0,1034.0,-13.6,0.0,3.4,12-11-2014,2014-12-11,88.0,165.0
11242,Nongzhanguan,12,11,2014,79.0,116.0,41.0,77.0,1000.0,65.0,1.0,1031.0,-14.3,0.0,7.3,12-11-2014,2014-12-11,81.0,163.0
4184,Dingling,12,11,2014,24.0,58.0,25.0,18.0,500.0,69.0,4.0,1027.0,-15.9,0.0,6.2,12-11-2014,2014-12-11,52.0,76.0
9791,Huairou,12,11,2014,60.0,85.0,33.0,73.0,1600.0,80.0,1.8,1022.0,-15.2,0.0,8.3,12-11-2014,2014-12-11,66.0,153.0
11246,Nongzhanguan,12,12,2014,30.0,85.0,21.0,73.0,900.0,65.0,3.0,1027.0,-18.6,0.0,6.0,12-12-2014,2014-12-12,66.0,89.0
15441,Wanliu,12,12,2014,23.0,65.0,15.0,63.0,800.0,40.0,3.6,1030.0,-18.0,0.0,5.6,12-12-2014,2014-12-12,56.0,74.0
8355,Gucheng,12,12,2014,57.0,158.0,41.0,78.0,1900.0,58.0,3.7,1024.0,-18.1,0.0,5.7,12-12-2014,2014-12-12,102.0,152.0
2790,Changping,12,12,2014,53.0,98.0,32.0,68.0,1800.0,65.0,3.0,1025.0,-19.2,0.0,7.4,12-12-2014,2014-12-12,72.0,144.0
14063,Tiantan,12,12,2014,31.0,152.0,16.0,62.0,700.0,57.0,3.0,1027.0,-18.6,0.0,6.0,12-12-2014,2014-12-12,99.0,91.0
16886,Wanshouxigong,12,12,2014,51.0,101.0,30.0,86.0,2100.0,60.0,3.6,1030.0,-15.6,0.0,8.6,12-12-2014,2014-12-12,74.0,139.0
6931,Guanyuan,12,12,2014,28.0,56.0,16.0,70.0,900.0,48.0,3.6,1031.0,-18.0,0.0,5.6,12-12-2014,2014-12-12,51.0,84.0
12624,Shunyi,12,12,2014,29.0,59.0,20.0,62.0,1000.0,53.0,3.1,1016.0,-14.5,0.0,8.3,12-12-2014,2014-12-12,53.0,87.0
5512,Dongsi,12,12,2014,20.0,90.0,14.0,53.0,1000.0,60.0,3.0,1027.0,-18.6,0.0,6.0,12-12-2014,2014-12-12,68.0,68.0
9795,Huairou,12,12,2014,37.0,73.0,26.0,44.0,1100.0,64.0,2.4,1023.0,-18.7,0.0,9.2,12-12-2014,2014-12-12,60.0,105.0
1367,Aotizhongxin,12,12,2014,15.0,62.0,13.0,49.0,700.0,52.0,3.6,1031.0,-18.0,0.0,5.6,12-12-2014,2014-12-12,54.0,57.0
4188,Dingling,12,12,2014,35.0,120.0,10.0,26.0,800.0,64.0,3.0,1025.0,-19.2,0.0,7.4,12-12-2014,2014-12-12,83.0,99.0
6934,Guanyuan,12,13,2014,95.0,132.0,56.0,99.0,2100.0,44.0,5.0,1032.0,-12.5,0.0,3.2,12-13-2014,2014-12-13,89.0,171.0
2794,Changping,12,13,2014,103.0,174.0,50.0,94.0,2400.0,57.0,5.8,1023.0,-17.5,0.0,5.2,12-13-2014,2014-12-13,110.0,176.0
15444,Wanliu,12,13,2014,114.0,192.0,51.0,109.0,2400.0,34.0,5.0,1032.0,-12.5,0.0,3.2,12-13-2014,2014-12-13,119.0,181.0
9799,Huairou,12,13,2014,109.0,179.0,58.0,93.0,2600.0,41.0,4.3,1029.0,-15.3,0.0,6.4,12-13-2014,2014-12-13,113.0,179.0
5515,Dongsi,12,13,2014,85.0,157.0,47.0,81.0,3100.0,49.0,4.0,1027.0,-15.6,0.0,4.2,12-13-2014,2014-12-13,102.0,166.0
11250,Nongzhanguan,12,13,2014,122.0,153.0,59.0,99.0,1800.0,58.0,4.0,1027.0,-15.6,0.0,4.2,12-13-2014,2014-12-13,100.0,185.0
12628,Shunyi,12,13,2014,137.0,206.0,60.0,98.0,3500.0,25.0,4.9,1019.0,-12.9,0.0,2.7,12-13-2014,2014-12-13,126.0,193.0
16890,Wanshouxigong,12,13,2014,118.0,177.0,53.0,107.0,2300.0,55.0,4.9,1030.0,-12.5,0.0,3.6,12-13-2014,2014-12-13,112.0,183.0
8358,Gucheng,12,13,2014,124.0,249.0,59.0,73.0,3100.0,52.0,4.8,1023.0,-13.9,0.0,2.7,12-13-2014,2014-12-13,148.0,186.0
1371,Aotizhongxin,12,13,2014,101.0,227.0,45.0,98.0,2200.0,40.0,5.0,1032.0,-12.5,0.0,3.2,12-13-2014,2014-12-13,137.0,174.0
4192,Dingling,12,13,2014,94.0,148.0,30.0,70.0,2200.0,60.0,5.8,1023.0,-17.5,0.0,5.2,12-13-2014,2014-12-13,97.0,171.0
14067,Tiantan,12,13,2014,103.0,144.0,47.0,93.0,2000.0,52.0,4.0,1027.0,-15.6,0.0,4.2,12-13-2014,2014-12-13,95.0,176.0
5518,Dongsi,12,14,2014,121.0,232.0,63.0,113.0,4400.0,38.0,5.0,1026.0,-13.3,0.0,2.1,12-14-2014,2014-12-14,139.0,185.0
8361,Gucheng,12,14,2014,184.0,296.0,94.0,91.0,4500.0,21.0,6.6,1021.0,-12.4,0.0,2.2,12-14-2014,2014-12-14,171.0,234.0
14071,Tiantan,12,14,2014,122.0,192.0,42.0,124.0,3900.0,34.0,5.0,1026.0,-14.3,0.0,2.1,12-14-2014,2014-12-14,119.0,185.0
9802,Huairou,12,14,2014,155.0,234.0,55.0,102.0,3400.0,54.0,5.5,1031.0,-14.6,0.0,3.5,12-14-2014,2014-12-14,140.0,205.0
6937,Guanyuan,12,14,2014,144.0,200.0,92.0,123.0,4500.0,29.0,7.0,1033.0,-7.5,0.0,3.1,12-14-2014,2014-12-14,123.0,197.0
11253,Nongzhanguan,12,14,2014,222.0,296.0,73.0,137.0,5300.0,36.0,5.0,1026.0,-13.3,0.0,2.1,12-14-2014,2014-12-14,171.0,272.0
2798,Changping,12,14,2014,166.0,293.0,70.0,115.0,3200.0,43.0,7.1,1026.0,-15.6,0.0,2.9,12-14-2014,2014-12-14,170.0,216.0
12632,Shunyi,12,14,2014,185.0,259.0,85.0,113.0,3700.0,56.0,6.1,1028.0,-12.2,0.0,2.5,12-14-2014,2014-12-14,153.0,235.0
16894,Wanshouxigong,12,14,2014,147.0,221.0,57.0,141.0,3100.0,31.0,6.5,1026.0,-11.7,0.0,2.6,12-14-2014,2014-12-14,134.0,198.0
15447,Wanliu,12,14,2014,177.0,278.0,82.0,122.0,5200.0,21.0,7.0,1033.0,-7.5,0.0,3.1,12-14-2014,2014-12-14,162.0,227.0
4196,Dingling,12,14,2014,165.0,182.0,52.0,95.0,2600.0,61.0,7.1,1026.0,-15.6,0.0,2.9,12-14-2014,2014-12-14,114.0,215.0
1375,Aotizhongxin,12,14,2014,161.0,259.0,91.0,130.0,4400.0,20.0,7.0,1033.0,-7.5,0.0,3.1,12-14-2014,2014-12-14,153.0,211.0
9806,Huairou,12,15,2014,132.0,198.0,41.0,86.0,3300.0,80.0,2.6,1028.0,-12.8,0.0,10.4,12-15-2014,2014-12-15,122.0,190.0
12636,Shunyi,12,15,2014,207.0,297.0,125.0,122.0,6700.0,60.0,2.9,1025.0,-10.7,0.0,9.4,12-15-2014,2014-12-15,172.0,257.0
14075,Tiantan,12,15,2014,226.0,341.0,103.0,140.0,5900.0,62.0,3.0,1032.0,-9.0,0.0,7.4,12-15-2014,2014-12-15,194.0,276.0
6940,Guanyuan,12,15,2014,200.0,268.0,97.0,126.0,5100.0,62.0,2.8,1033.0,-9.2,0.0,8.4,12-15-2014,2014-12-15,157.0,250.0
15450,Wanliu,12,15,2014,181.0,276.0,83.0,114.0,4700.0,46.0,2.8,1033.0,-9.2,0.0,8.4,12-15-2014,2014-12-15,161.0,231.0
2802,Changping,12,15,2014,138.0,209.0,54.0,103.0,2900.0,60.0,1.8,1028.0,-15.4,0.0,8.6,12-15-2014,2014-12-15,128.0,194.0
16898,Wanshouxigong,12,15,2014,262.0,329.0,90.0,143.0,5400.0,74.0,2.6,1032.0,-10.7,0.0,7.6,12-15-2014,2014-12-15,188.0,312.0
1378,Aotizhongxin,12,15,2014,273.0,377.0,115.0,131.0,5900.0,57.0,2.8,1033.0,-9.2,0.0,8.4,12-15-2014,2014-12-15,233.0,323.0
5521,Dongsi,12,15,2014,223.0,366.0,102.0,121.0,6400.0,72.0,3.0,1032.0,-9.0,0.0,7.4,12-15-2014,2014-12-15,217.0,273.0
11256,Nongzhanguan,12,15,2014,314.0,401.0,122.0,150.0,6300.0,76.0,3.0,1032.0,-9.0,0.0,7.4,12-15-2014,2014-12-15,267.0,364.0
4200,Dingling,12,15,2014,225.0,225.0,51.0,95.0,3100.0,67.0,1.8,1028.0,-15.4,0.0,8.6,12-15-2014,2014-12-15,136.0,275.0
8364,Gucheng,12,15,2014,187.0,341.0,83.0,82.0,5400.0,70.0,2.8,1026.0,-11.4,0.0,6.8,12-15-2014,2014-12-15,194.0,237.0
8367,Gucheng,12,16,2014,11.0,138.0,13.0,14.0,400.0,71.0,-0.5,1027.0,-19.7,0.0,6.0,12-16-2014,2014-12-16,92.0,46.0
6943,Guanyuan,12,16,2014,12.0,44.0,13.0,28.0,300.0,57.0,-0.5,1027.0,-18.1,0.0,6.5,12-16-2014,2014-12-16,41.0,50.0
11259,Nongzhanguan,12,16,2014,12.0,70.0,12.0,30.0,500.0,67.0,-1.0,1030.0,-19.5,0.0,8.1,12-16-2014,2014-12-16,58.0,50.0
